"Date","Time (GMT)","Highest","MHHW (ft)","MHW (ft)","MSL (ft)","MTL (ft)","MLW (ft)","MLLW (ft)","Lowest (ft)","Inf"
"2019/07/01","00:00","3.019","2.376","1.818","1.165","1.139","0.46","0.227","-0.147","0"
"2019/08/01","00:00","3.166","2.523","2.031","1.342","1.336","0.64","0.466","0.145","0"
"2019/09/01","00:00","2.651","2.202","1.854","1.217","1.211","0.568","0.466","0.069","0"
"2019/10/01","00:00","2.815","2.346","1.939","1.293","1.268","0.597","0.482","0.164","0"
"2019/11/01","00:00","2.773","2.405","1.929","1.349","1.317","0.706","0.512","0.131","0"
"2019/12/01","00:00","3.317","2.582","2.015","1.411","1.383","0.752","0.528","0.273","0"
"2020/01/01","00:00","2.986","2.234","1.716","1.08","1.065","0.414","0.2","-0.144","0"
"2020/02/01","00:00","2.75","1.998","1.562","0.916","0.901","0.24","0.086","-0.141","0"
"2020/03/01","00:00","2.385","2.074","1.703","1.073","1.055","0.407","0.279","-0.059","0"
"2020/04/01","00:00","2.625","2.192","1.762","1.106","1.083","0.404","0.266","0","0"
"2020/05/01","00:00","2.723","2.28","1.805","1.175","1.15","0.496","0.302","-0.105","0"
"2020/06/01","00:00","3.015","2.543","2.002","1.365","1.349","0.696","0.453","0.158","0"
"2020/07/01","00:00","3.235","2.733","2.152","1.549","1.524","0.896","0.643","0.433","0"
"2020/08/01","00:00","3.042","2.658","2.129","1.477","1.455","0.781","0.604","0.325","0"
"2020/09/01","00:00","3.012","2.599","2.231","1.519","1.519","0.807","0.732","0.453","0"
"2020/10/01","00:00","3.189","2.648","2.254","1.562","1.542","0.83","0.699","0.295","0"
"2020/11/01","00:00","3.179","2.599","2.077","1.418","1.395","0.712","0.502","0.086","0"
"2020/12/01","00:00","3.363","2.586","1.979","1.316","1.288","0.597","0.374","0.092","0"
"2021/01/01","00:00","2.956","2.408","1.808","1.168","1.144","0.479","0.25","0.01","0"
"2021/02/01","00:00","2.858","2.316","1.864","1.201","1.194","0.525","0.387","0.056","0"
"2021/03/01","00:00","2.412","2.057","1.723","1.073","1.07","0.417","0.302","0.01","0"
"2021/04/01","00:00","2.628","2.044","1.624","0.978","0.965","0.305","0.138","-0.256","0"
