"Date","Time (GMT)","Highest","MHHW (ft)","MHW (ft)","MSL (ft)","MTL (ft)","MLW (ft)","MLLW (ft)","Lowest (ft)","Inf"
"2021/05/01","00:00","3.835","2.513","2.484","1.873","1.852","1.22","0.925","-0.446","0"
"2021/06/01","00:00","3.002","2.32","2.26","1.693","1.601","0.942","0.807","-0.157","0"
"2021/07/01","00:00","2.851","1.929","1.873","1.371","1.322","0.771","0.535","-0.633","0"
"2021/08/01","00:00","3.061","2.07","1.998","1.542","1.448","0.899","0.689","-0.148","0"
"2021/09/01","00:00","4.521","2.349","2.251","1.762","1.637","1.024","0.883","0.315","0"
"2021/10/01","00:00","3.547","2.48","2.352","1.886","1.809","1.266","1.047","-1.736","0"
"2021/11/01","00:00","2.956","2.251","2.152","1.696","1.614","1.076","0.853","-0.059","0"
"2021/12/01","00:00","2.569","2.028","2.014","1.45","1.348","0.682","0.466","-0.249","0"
"2022/01/01","00:00","2.549","1.667","1.545","0.978","0.917","0.289","-0.023","-2.605","0"
"2022/02/01","00:00","2.726","1.791","1.716","1.148","1.117","0.518","0.259","-1.23","0"
"2022/03/01","00:00","3.219","1.785","1.68","1.132","1.137","0.594","0.269","-1.316","0"
"2022/04/01","00:00","3.045","2.224","2.192","1.611","1.626","1.06","0.82","-0.932","0"
"2022/05/01","00:00","2.759","2.126","2.077","1.486","1.396","0.715","0.571","-0.518","0"
"2022/06/01","00:00","2.5","1.86","1.804","1.204","1.109","0.413","0.243","-0.817","0"
"2022/07/01","00:00","2.247","1.778","1.729","1.188","1.058","0.387","0.256","-0.676","0"
"2022/08/01","00:00","2.585","2.06","2.028","1.516","1.514","1.001","0.705","0.036","0"
"2022/09/01","00:00","2.979","2.464","2.408","1.916","1.872","1.335","1.066","0.194","0"
"2022/10/01","00:00","3.766","2.333","2.303","1.722","1.675","1.047","0.797","-0.108","0"
"2022/11/01","00:00","3.576","2.428","2.369","1.742","1.785","1.201","0.86","-0.584","0"
